source_district,school,school_cleaned,my_county,confidence,orig_evidence,poll_loc,poll_eds,poll_confirm,gaz_loc,gaz_lds,gaz_confirm,verdict,notes
Wellington,Kahautara,Kahautara,Featherston County,Medium,Near Featherston in coastal Wairarapa; Featherston County,kahutara,Napier,,kahautara,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Kaiwaiwai,Kaiwaiwai,Featherston County,High,Polling line 99 — Kaiwaiwai in Wairarapa ED; Featherston County coastal,kaiwaiwai,Napier,,kaiwaiwai,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,South Featherston,South Featherston,Featherston County,Medium,South of Featherston; Featherston County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Eastern Hutt,Eastern Hutt,Hutt County,Medium,East side of Hutt Valley; outside Lower Hutt Borough; Hutt County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Muhunoa East,Muhunoa East,Horowhenua County,Medium,Near Levin in Horowhenua; Horowhenua County,,,,muhunoa east,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Dyer,Dyer,Wairarapa South County,Low,Near Martinborough area in Wairarapa South; Wairarapa South County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Martinborough,Martinborough,Wairarapa South County,High,Polling line 436 — Town Hall Martinborough in Wairarapa ED; not in borough list; Wairarapa South County,,,,martinborough,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Tablelands,Tablelands,Wairarapa South County,Low,Near Martinborough area; Wairarapa South County probable,,,,tablelands,Wellington | Gisborne,Wellington,CONFIRM,Gazetteer land district 'Wellington | Gisborne' consistent with district
Wellington,Dreyers Rock,Dreyers Rock,Mauriceville County,High,Gazetteer: Dreyers Rock (Wellington province) at -40.785 175.775; Reed: near Mauriceville; Mauriceville County,,,,dreyers rock,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Fernridge,Fernridge,Masterton County,Medium,Wairarapa ED (polling line 121 — The Public School Fernridge); Masterton County area,fernside,Kaiapot,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wellington,Mangapakeha,Mangapakeha,Castlepoint County,Low,Mangapakeha Survey District is east of Masterton near Castlepoint; Castlepoint County,mangapakeha,Hawke'S Bay,,mangapakeha,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Mauriceville West,Mauriceville West,Mauriceville County,High,Near Mauriceville; Mauriceville County,,,,mauriceville west,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Mikimiki,Mikimiki,Masterton County,High,Polling line 420 — Mikimiki Upper Opaki in Wairarapa ED; Masterton County; Mikimiki Survey District,,,,mikimiki,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Poroporo,Poroporo,Masterton County,Low,Near Masterton; Masterton County probable,,,,poroporo,South Auckland,,CONFIRM,KG evidence identifies location and county
Wellington,Te Wharau,Te Wharau,Masterton County,High,Wairarapa ED (polling line 422 — The Public School Te Wharau); Masterton County,,,,te wharau,Wellington | North Auckland,Wellington,CONFIRM,Gazetteer land district 'Wellington | North Auckland' consistent with district
Wellington,Te Whiti,Te Whiti,Masterton County,Low,Small school near Masterton; Masterton County probable,,,,te whaiti,South Auckland,,CONFIRM,KG evidence identifies location and county
Wellington,Waingawa,Waingawa,Masterton County,High,Wairarapa ED (polling line 422 — The Public School Waingawa); Masterton County,,,,waingawa,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Whareama,Whareama,Castlepoint County,Medium,Near Castlepoint coast; Castlepoint County probable,wharerata,Pahiatua,,whareama,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Hinemoa,Hinemoa,Pahiatua County,Low,Near Pahiatua in hill country; Pahiatua County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Kakariki,Kakariki,Pahiatua County,Medium,Near Pahiatua in Wellington ED Pahiatua section; Pahiatua County,paekakariki,Otaki,,kakariki,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Kohiku,Kohiku,Pahiatua County,Low,Grade 0; near Pahiatua; Pahiatua County probable,,,,kohiku,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Korora (14) and Pukehinau (19),Korora and Pukehinau,Pahiatua County,Medium,Near Pahiatua/Akitio boundary; Pahiatua County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Makairo,Makairo,Pahiatua County,Low,Small rural school near Pahiatua; Pahiatua County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Makomako,Makomako,Pahiatua County,Medium,Near Pahiatua; Pahiatua County probable,,,,makomako,Wellington | South Auckland,Wellington,CONFIRM,Gazetteer land district 'Wellington | South Auckland' consistent with district
Wellington,Maungahao,Maungahao,Pahiatua County,Low,Near Woodville/Pahiatua area; Pahiatua County probable,,,,mangahao,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Marima,Marima,Pahiatua County,Low,Small Grade 1 near Pahiatua; Pahiatua County probable,maimai,Grey,,marima,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Ngaturi,Ngaturi,Pahiatua County,Medium,Near Pahiatua in Wellington ED section; Pahiatua County,,,,ngaturi,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Nikau,Nikau,Pahiatua County,Low,Small Grade 1 near Pahiatua; Pahiatua County probable,,,,nikau,Nelson | Wellington,Wellington,CONFIRM,Gazetteer land district 'Nelson | Wellington' consistent with district
Wellington,Puketoi,Puketoi,Pahiatua County,Low,Puketoi Range area near Pahiatua; Pahiatua County,,,,puketoi,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Black Rock,Black Rock,Sounds County,Low,Remote Sounds bay school; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Coniston,Coniston,Sounds County,Low,Coniston in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Endeavour Inlet,Endeavour Inlet,Sounds County,High,Endeavour Inlet in Queen Charlotte Sound; Sounds County,,,,endeavour inlet,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Fitzroy Bay,Fitzroy Bay,Sounds County,Low,Fitzroy Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Havelock Surburban,Havelock Surburban,Marlborough County,Medium,Near Havelock; Marlborough County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Hitaua,Hitaua,Sounds County,Low,Remote Sounds location; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Hurituni,Hurituni,Sounds County,Low,Remote Sounds location; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Maude Island,Maude Island,Sounds County,High,Maude Island in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Nopera Bay,Nopera Bay,Sounds County,Low,Nopera Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Ohana,Ohana,Sounds County,Low,Remote Sounds location; Sounds County,owhanga,Waimarino,,ohana,Nelson,,CONFIRM,KG evidence identifies location and county
Wellington,Onauku,Onauku,Sounds County,Medium,Onauku Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Resolution Bay,Resolution Bay,Sounds County,High,Resolution Bay in Queen Charlotte Sound; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Rocks,Rocks,Sounds County,Low,Remote Sounds location; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Te Weka,Te Weka,Sounds County,Medium,Te Weka Bay in Marlborough Sounds; Sounds County,te wera,Stratford,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Tira Ora,Tira Ora,Sounds County,Low,Remote Sounds location; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Waikawa Pah,Waikawa Pah,Sounds County,Medium,Waikawa Bay near Picton; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Waitaria,Waitaria,Sounds County,Medium,Waitaria Bay in Marlborough Sounds; Sounds County,waitotara,Patea,,waitara,Taranaki,,CONFIRM,KG evidence identifies location and county
Wellington,Whareatea Bay,Whareatea Bay,Sounds County,Low,Whareatea Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Wharehunga,Wharehunga,Sounds County,Low,Remote Sounds location; Sounds County,,,,wharepūhunga,South Auckland,,CONFIRM,KG evidence identifies location and county
Wellington,Akaroa Road,Akaroa Road,Akitio County,Low,Gazetteer: Akaroa locality (Wellington province) near Pongaroa at -40.549 176.261; Akitio County area,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Bulwer,Bulwer,Sounds County,High,Bulwer on D'Urville Island; Sounds County,,,,bulwer,Nelson,,CONFIRM,KG evidence identifies location and county
Wellington,Castlepoint,Castlepoint,Castlepoint County,High,Gazetteer: Castlepoint in Block X Castlepoint Survey District (Wellington province); Castlepoint County,,,,castlepoint,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Catherine's Cove,Catherines Cove,Sounds County,Low,Remote Sounds cove; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Kaitoke,Kaitoke,Hutt County,High,Hutt ED (polling line 665 — The Public School Kaitoke); Hutt County,kaitoke,Hutt,Hutt,kaitoke,Wellington | South Auckland | Hawke's Bay,Wellington,CONFIRM,Polling ED 'Hutt' confirms county
Wellington,Karapoti,Karapoti,Hutt County,Low,Near Upper Hutt in Tararua foothills; Hutt County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Korokoro North,Korokoro North,Hutt County,High,Korokoro near Petone; Hutt County; Hutt ED (polling line 654 — The Public School Korokoro),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wellington,Makerua,Makerua,Horowhenua County,Medium,Near Levin/Horowhenua; Horowhenua County,,,,makerua,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Mangaroa,Mangaroa,Hutt County,High,small_cities.csv: Nainai/Mangaroa area → Hutt County; gazetteer confirmed Mangaroa in Hutt area,manaroa,Wairau,,mangaroa,Taranaki | Wellington,Wellington,CONFIRM,Gazetteer land district 'Taranaki | Wellington' consistent with district
Wellington,Ngamuka,Ngamuka,Sounds County,Low,Grade 0 remote school; Sounds County probable,,,,mangamuka,North Auckland,,CONFIRM,KG evidence identifies location and county
Wellington,Pahautanui,Pahautanui,Makara County,Medium,Near Porirua; Makara County,,,,pahautanui,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Pukatea Bay,Pukatea Bay,Sounds County,Low,Remote Sounds bay; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,St. Lawerence,St. Lawerence,Sounds County,Low,St. Lawrence Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Stokes Valley,Stokes Valley,Hutt County,High,Near Upper Hutt; Hutt County; Hutt ED (polling line 660 — The Public School Taita adjacent area),,,,stokes valley,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Te Marua,Te Marua,Hutt County,Medium,Near Upper Hutt; Hutt County,,,,te mārua,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Upper Hutt,Upper Hutt,Hutt County,High,Hutt ED (polling line 664 — Courthouse Upper Hutt); not in borough list in 1918; Hutt County,upper hutt,Hutt,Hutt,upper hutt,Wellington,Wellington,CONFIRM,Polling ED 'Hutt' confirms county
Wellington,Waikawa Bay,Waikawa Bay,Sounds County,Medium,Waikawa Bay near Picton; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Wallaceville,Wallaceville,Hutt County,High,Hutt ED (polling line 663 — The Public Hall Wallaceville); small_cities: Wallaceville Hutt,,,,wallaceville,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Southland,Ardlussa,Ardlussa,Southland County,Medium,Polling: Wakatipu ED; sheep station in Waikaia Valley area,,,,ardlussa,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Arthur's Point,Arthurs Point,Lake County,High,Polling: Wakatipu ED; near Queenstown,arthur’s point,Wakatipu,Wakatipu,arthurs point,Otago,,CONFIRM,Polling ED 'Wakatipu' confirms county
Southland,Awarua Plains,Awarua Plains,Southland County,High,"Polling: Awarua ED (line 1409 ""Woodend, Awarua Plains"")",,,,awarua plains,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Caroline,Caroline,Wallace County,High,Polling: Wallace ED (line 1393),caroline,Wallace,Wallace,caroline,Southland,Southland,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Chatton North,Chatton North,Southland County,High,"small_cities: Chatton, Southland, 116",,,,chatton north,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Crown Terrace,Crown Terrace,Lake County,High,Polling: Wakatipu ED (line 1330),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Croydon,Croydon,Southland County,High,"small_cities: Croydon Bush, Southland, 186; polling Wakatipu ED",,,,croydon,Southland | Taranaki,Southland,CONFIRM,Gazetteer land district 'Southland | Taranaki' consistent with district
Southland,Daere,Daere,Southland County,Medium,Dacre near Winton in Southland County; no direct source but well-known Southland locality,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Southland,Eastern Bush,Eastern Bush,Wallace County,High,Polling: Wallace ED (line 1385),,,,eastern bush,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,East Limehills,East Limehills,Southland County,High,Near Limehills (small_cities: Southland); east variant in same county,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Edendale,Edendale,Southland County,High,"LINZ gazetteer: Southland, -46.31477, 168.786081",greendale,Selwyn,,edendale,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Elderslie,Elderslie,Southland County,High,"Polling: Awarua ED (line 1422 ""Elderslie, Lochiel"")",ellerslie,Manukau,,elderslie,Otago,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Ermedale,Ermedale,Wallace County,High,Polling: Wallace ED (line 1404),ermedale,Wallace,Wallace,ermedale,Southland,Southland,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Etavale,Etavale,Wallace County,Low,"AJHR 1919 appendix: between Ermedale (Wallace) and Fairfax (Wallace) alphabetically; near Nightcaps coalfield. Also spelled ""Etalvale"" in AJHR",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Etavale No.2,Etavale No.2,Wallace County,Low,Same basis as Etavale,,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Feldwick,Feldwick,Wallace County,High,Polling: Wallace ED (line 1397),feldwick,Wallace,Wallace,feldwick,Southland,Southland,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Ferndale,Ferndale,Southland County,High,"LINZ gazetteer: Southland, -46.189834, 168.973202; 11km from Mataura",,,,ferndale,Taranaki | Southland,Southland,CONFIRM,Gazetteer land district 'Taranaki | Southland' consistent with district
Southland,Ferndunlaw,Ferndunlaw,Wallace County,High,"LINZ gazetteer: hill at -46.131314, 167.883652 in Longwood Forest SE of Otautau",,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Fernhills,Fernhills,Wallace County,Medium,"Railway file: ""Fernhill Tramway"" / ""Fernhill Branch"" linked to Nightcaps coalfield; AJHR appendix between Ferndunlaw (Wallace) and Five Rivers Siding (Southland)",,,,fernhill,Otago | Hawke's Bay,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Five Rivers Siding,Five Rivers Siding,Southland County,High,"Polling: Wakatipu ED ""Goods-shed, Five Rivers Railway-station""; small_cities: Five Rivers, Southland, 125",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Forest Hill North,Forest Hill North,Southland County,High,"Polling: Awarua ED (line 1428 ""North Forest Hill""); also South Forest Hill in Awarua ED",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Gibbston,Gibbston,Lake County,High,Polling: Wakatipu ED; near Arrow River,gibbston,Wakatipu,Wakatipu,gibbston,Otago,,CONFIRM,Polling ED 'Wakatipu' confirms county
Southland,Gladfield,Gladfield,Wallace County,High,Polling: Wallace ED (line 1402),gladfield,Wallace,Wallace,gladfield,Southland,Southland,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Glencoe,Glencoe,Southland County,High,"LINZ gazetteer: Southland, -46.192107, 168.646236",,,,glencoe,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Glen Dhu,Glen Dhu,Southland County,Low,"AJHR 1919: Grade 0, 3 pupils; alphabetical position between Glencoe (Southland) and Glenham (Southland)",,,,glendhu,Wellington,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Southland,Haldane,Haldane,Southland County,Medium,Catlins area locality in eastern Southland; near Fortrose (Southland County),,,,haldane,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Hamilton Burn,Hamilton Burn,Wallace County,High,Polling: Wallace ED (line 1399),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Happy Valley,Happy Valley,Wallace County,High,"LINZ gazetteer: Southland locality at -46.132447, 167.774598 (near Otautau); second valley at -46.020806, 167.523889",,,,happy valley,Southland | Wellington | North Auckland,Southland,CONFIRM,Gazetteer land district 'Southland | Wellington | North Auckland' consistent with district
Southland,Hedgehope Lower,Hedgehope Lower,Southland County,High,"small_cities: Hedgehope, Southland, 227",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Hedgehope Upper,Hedgehope Upper,Southland County,High,"small_cities: Hedgehope, Southland, 227 (same area)",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Holmesdale,Holmesdale,Wallace County,High,"Polling: Wallace ED (line 1383 ""Holmsdale"")",holmsdale,Wallace,Wallace,,,,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Kapuka South,Kapuka South,Southland County,Medium,Same locality area as Kapuka; Southland County,,,,kapuka south,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Key,Key,Fiord County,Medium,"LINZ gazetteer: ""The Key, Locality, Southland, -45.545138, 167.894217""; 19km from Te Anau; name from ""Key to the Lakes"" public house",,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Kingston,Kingston,Lake County,High,Polling: Wakatipu ED; south end of Lake Wakatipu,kingston,Wakatipu,Wakatipu,kingston,Wellington | Southland,Southland,CONFIRM,Polling ED 'Wakatipu' confirms county
Southland,Kinlock,Kinlock,Lake County,High,"Polling: Wakatipu ED ""Mr. Bryant's House, Kinloch""; near Queenstown",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Limestone Plains,Limestone Plains,Southland County,Medium,Polling: Awarua ED context (Awarua Plains area); near Winton in Southland County,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Longridge Village,Longridge Village,Southland County,High,"small_cities: Longridge, Southland, 205",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Lumsden,Lumsden,Southland County,High,"Polling: Wakatipu ED ""The Public Hall, Lumsden""; Lumsden is the principal town of Southland County",lumsden,Wakatipu,,lumsden,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Mabel,Mabel,Southland County,High,"small_cities: Mabel Bush, Southland, 203",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Maitland Village,Maitland Village,Southland County,High,"small_cities: Maitland, Southland, 145",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Makarewa North,Makarewa North,Southland County,High,Same locality area as Makarewa; Southland County,,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Merrivale,Merrivale,Wallace County,High,"LINZ gazetteer: Southland locality at -46.074185, 167.853345; 19km from Otautau",,,,merrivale,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Mimihau,Mimihau,Southland County,Medium,Locality near Wyndham in Southland County,,,,mimihau,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Morton Mains siding,Morton Mains siding,Southland County,High,Same area as Morton Mains; siding on same railway,,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Motu Rimu,Motu Rimu,Southland County,High,"LINZ gazetteer: Southland, -46.472685, 168.420564 — south of Invercargill",,,,motu rimu,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Mount Alfred,Mount Alfred,Lake County,High,Polling: Wakatipu ED; sheep station near Garston,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Mount Aspiring,Mount Aspiring,Lake County,High,Near Pembroke/Wanaka; polling Wakatipu ED,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,New River Ferry,New River Ferry,Southland County,High,Polling: Awarua ED (line 1435),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Niagara,Niagara,Southland County,Medium,Near Wyndham in eastern Southland County; area confirmed,,,,niagara,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Oraki,Oraki,Wallace County,High,"Railway file: ""Oraki Invercargill–Tuatapere See Tihaka""; Tihaka is in Wallace ED",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Oreti Plains,Oreti Plains,Southland County,High,Polling: Awarua ED (line 1425),,,,oreti plains,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Otahau,Otahau,Wallace County,High,"Otahau = Maori name for Otautau; polling Wallace ED confirms; same town, separate school",,,,otaha,North Auckland,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Otautau,Otautau,Wallace County,High,"Polling: Wallace ED (line 1358 ""Courthouse, Otautau"")",otautau,Wallace,Wallace,otautau,Southland,Southland,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Oteramika,Oteramika,Southland County,Medium,Small locality near Invercargill; outside Borough boundary; within Southland County area,,,,oteramika,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Oteramika Gorge,Oteramika Gorge,Southland County,Medium,Same area as Oteramika; Southland County,,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Pyramid Siding,Pyramid Siding,Southland County,Medium,Polling: Wakatipu ED; Pyramid Siding near Mataura in Southland County,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Quarry Hills (12) and Waikawa Valley (14),Quarry Hills and Waikawa Valley,Southland County,Medium,"Combined entry; near Waikawa (Catlins); small_cities: Waikawa, Southland, 154",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Redan,Redan,Southland County,Low,No direct source; Redan area near Waikaia/Gore in Southland County,,,,redan,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Roslyn Bush,Roslyn Bush,Southland County,High,Polling: Awarua ED (line 1432),,,,roslyn bush,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Sandstone,Sandstone,Southland County,High,"LINZ gazetteer: Southland, -45.888683, 168.601937 — eastern Southland",,,,sandstone,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,"Shotover, Lower",Shotover,Lake County,High,"Polling: Wakatipu ED ""Lower Shotover""",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Springhills,Springhills,Southland County,High,"Polling: Awarua ED (line 1423 ""Spring Hills"")",,,,springhills,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,St. George,St. George,Southland County,Low,Not in polling stations; AJHR appendix alphabetical position between Spar Bush (Southland) and Springbank (Southland),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Taramoa,Taramoa,Southland County,High,Polling: Awarua ED (line 1436),taramoa,Awarua,Awarua,taramoa,Southland,Southland,CONFIRM,Polling ED 'Awarua' confirms county
Southland,Taunoa,Taunoa,Wallace County,High,"LINZ gazetteer: Taunoa Stream, Southland, -46.27663, 167.776082 — near Orepuki/Colac Bay",,,,taunoka,Wellington,,CONFIRM,KG evidence identifies location and county
Southland,Te Anau,Te Anau,Fiord County,High,"coordinates_county.csv: Fiord, Southland; LINZ gazetteer confirms Te Anau in Fiord County area",te anga,Bay Of Plenty,,te anau,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Titipua,Titipua,Southland County,High,"LINZ gazetteer: Titipua Stream, Southland, -46.244963, 168.541108 — between Invercargill and Dipton",,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Waikawa Valley (see under Quarry Hill),Waikawa Valley (see under Quarry Hill,Southland County,High,Cross-referenced under Quarry Hills; same Catlins area,,,,,,,CONFIRM,KG evidence identifies location and county
Southland,Waikouro,Waikouro,Wallace County,High,"Polling: Wallace ED ""Waikoura""; railway file: ""Waicola Otautau–Nightcaps See Waikouro""",waikoura,Wallace,Wallace,waikouro,Southland,Southland,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Waipounamu,Waipounamu,Southland County,Medium,Polling: Wakatipu ED; locality between Lumsden and Balfour = Southland County,,,,waipounamu,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Wairaki,Wairaki,Wallace County,High,Polling: Wallace ED (line 1403),wairaki,Wallace,Wallace,wairakei,South Auckland,,CONFIRM,Polling ED 'Wallace' confirms county
Southland,Wairekiki,Wairekiki,Wallace County,Medium,AJHR appendix: listed between Wairaki (Wallace) and Wairio (Wallace) alphabetically; not in polling stations,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Wendon Valley,Wendon Valley,Southland County,Medium,Near Wendon; Southland County,,,,wendon valley,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Whitehead,Whitehead,Wallace County,Low,AJHR appendix: listed between Wild Bush (Wallace) and Winton (Winton Borough) alphabetically; no polling or gazetteer match,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Southland,Wyndham,Wyndham,Southland County,Medium,Town in eastern Southland County near Mataura River,,,,wyndham,Southland,Southland,CONFIRM,Gazetteer land district 'Southland' consistent with district
Southland,Wyndham South,Wyndham South,Southland County,Medium,Same district as Wyndham; Southland County,,,,,,,CONFIRM,KG evidence identifies location and county
